ticket_id,requester_id,created_at,description,mrr,type,page,app_version,source,topic
NW-10184,cust_155,2026-07-15T07:11:00.000Z,The text recognition gets the date wrong on faded paper.,100,bug,/mobile/capture,4.11.2,shake,ocr-accuracy
NW-10185,cust_003,2026-07-15T07:19:00.000Z,"The dashboard is so slow to load now, it used to be instant.",10230,bug,/dashboard,4.11.2,nub,dashboard-slow
NW-10186,cust_188,2026-07-15T08:12:00.000Z,I make a coffee while the home screen loads.,0,bug,/dashboard,4.11.2,support_inbox,dashboard-slow
NW-10187,cust_057,2026-07-15T11:03:00.000Z,Managing passwords for 200 people is not something we are willing to do.,960,feature_request,/settings/security,4.11.2,support_inbox,sso-saml
NW-10188,cust_110,2026-07-15T13:30:00.000Z,A low-light option would make this so much more pleasant to live in.,7430,feature_request,/dashboard,4.11.2,support_inbox,dark-mode
NW-10189,cust_012,2026-07-15T15:29:00.000Z,My team stopped getting the weekly summary and nobody changed anything.,1920,bug,/reports,4.11.2,support_inbox,scheduled-reports-missing
NW-10190,cust_019,2026-07-15T15:59:00.000Z,Everything is forced into dollars and our team is in three countries.,130,feature_request,/settings,4.11.2,api,multi-currency
NW-10191,cust_138,2026-07-15T17:45:00.000Z,Everything is offset by several hours from what actually happened.,0,bug,/reports,4.11.2,support_inbox,timezone-wrong
NW-10192,cust_079,2026-07-17T16:06:00.000Z,It was snappy when we signed up and it is not any more.,1300,bug,/dashboard,4.11.2,support_inbox,dashboard-slow
NW-10193,cust_067,2026-07-18T08:03:00.000Z,Why is everything so white? It is blinding.,1510,feature_request,/dashboard,4.11.2,nub,dark-mode
NW-10194,cust_118,2026-07-18T08:06:00.000Z,Any chance of a darker theme?,0,feature_request,/dashboard,4.11.2,nub,dark-mode
NW-10195,cust_116,2026-07-18T10:23:00.000Z,Cannot see what I am typing on a small screen.,1050,bug,/mobile/entry,4.11.2,support_inbox,mobile-keyboard-overlap
NW-10196,cust_152,2026-07-18T14:04:00.000Z,Fastest response I have had from any vendor. Appreciated.,0,praise,/dashboard,4.11.2,support_inbox,praise-support
NW-10197,cust_067,2026-07-18T14:51:00.000Z,Takes about fifteen seconds before I can see anything.,1510,bug,/dashboard,4.11.2,support_inbox,dashboard-slow
NW-10198,cust_003,2026-07-19T07:00:00.000Z,Managing passwords for 200 people is not something we are willing to do.,10230,feature_request,/settings/security,4.11.2,nub,sso-saml
NW-10199,cust_034,2026-07-19T13:24:00.000Z,Nothing explained what this wanted from me.,0,question,/onboarding,4.11.2,nub,onboarding-confusing
NW-10200,cust_083,2026-07-19T15:27:00.000Z,Is Okta integration on the roadmap? It is a hard requirement here.,1930,feature_request,/settings/security,4.11.2,support_inbox,sso-saml
NW-10201,cust_039,2026-07-19T17:54:00.000Z,Automatic extraction gets confused by anything crumpled.,670,bug,/mobile/capture,4.11.2,support_inbox,ocr-accuracy
NW-10202,cust_061,2026-07-20T11:04:00.000Z,How do I find one specific record? I cannot see a search box anywhere.,70,feature_request,/dashboard,4.11.2,support_inbox,search-missing
NW-10203,cust_081,2026-07-20T17:15:00.000Z,We operate in euros and have to convert by hand every month.,50,feature_request,/settings,4.11.2,nub,multi-currency
NW-10204,cust_016,2026-07-21T07:57:00.000Z,Identity federation is a blocker for the enterprise agreement.,1480,feature_request,/settings/security,4.11.2,support_inbox,sso-saml
NW-10205,cust_004,2026-07-21T13:00:00.000Z,My team stopped getting the weekly summary and nobody changed anything.,0,bug,/reports,4.11.2,support_inbox,scheduled-reports-missing
NW-10206,cust_041,2026-07-21T13:08:00.000Z,Is there documentation on throttling behaviour anywhere?,890,question,/settings/api,4.11.2,nub,api-rate-limits
NW-10207,cust_103,2026-07-21T13:35:00.000Z,On mobile the form is covered up as soon as I tap it.,0,bug,/mobile/entry,4.11.2,support_inbox,mobile-keyboard-overlap
NW-10208,cust_028,2026-07-21T15:35:00.000Z,Character recognition is unreliable enough that I check every one.,150,bug,/mobile/capture,4.11.2,support_inbox,ocr-accuracy
NW-10209,cust_144,2026-07-21T16:54:00.000Z,The spinner on the export button never stops.,90,bug,/reports,4.11.2,support_inbox,csv-export-timeout
NW-10210,cust_090,2026-07-22T07:57:00.000Z,Clicking approve forty times in a row is painful.,0,feature_request,/approvals,4.12.0,support_inbox,bulk-approve
NW-10211,cust_098,2026-07-22T07:59:00.000Z,Since the latest release I cannot photograph anything without it dying.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10212,cust_075,2026-07-22T08:47:00.000Z,It was snappy when we signed up and it is not any more.,90,bug,/dashboard,4.11.2,support_inbox,dashboard-slow
NW-10213,cust_040,2026-07-22T09:34:00.000Z,I end up correcting the scanned values manually anyway.,0,bug,/mobile/capture,4.12.0,shake,ocr-accuracy
NW-10214,cust_156,2026-07-22T11:48:00.000Z,Why do I have to sign in again every hour?,0,bug,/login,4.12.0,support_inbox,session-timeout-short
NW-10215,cust_153,2026-07-22T11:51:00.000Z,Would be great to have an audit log for compliance.,130,feature_request,/settings/security,4.11.2,support_inbox,audit-log
NW-10216,cust_180,2026-07-22T14:09:00.000Z,The CSV export on the reports page just spins forever and never downloads.,50,bug,/reports,4.12.0,support_inbox,csv-export-timeout
NW-10217,cust_153,2026-07-22T16:37:00.000Z,The contrast is brutal after about 6pm.,130,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10218,cust_105,2026-07-22T17:17:00.000Z,It reads the total as the wrong number about a third of the time.,1910,bug,/mobile/capture,4.11.2,support_inbox,ocr-accuracy
NW-10219,cust_089,2026-07-23T08:51:00.000Z,"The dashboard is so slow to load now, it used to be instant.",380,bug,/dashboard,4.12.0,api,dashboard-slow
NW-10220,cust_014,2026-07-23T11:16:00.000Z,We operate in euros and have to convert by hand every month.,270,feature_request,/settings,4.12.0,nub,multi-currency
NW-10221,cust_028,2026-07-23T12:19:00.000Z,Each alert fires two or three times.,150,bug,/settings/notifications,4.12.0,support_inbox,duplicate-notifications
NW-10222,cust_116,2026-07-23T12:22:00.000Z,App closes itself the moment I open the camera.,1050,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10223,cust_072,2026-07-23T16:20:00.000Z,Camera screen = immediate crash. Was fine last week.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10224,cust_130,2026-07-23T16:39:00.000Z,I make a coffee while the home screen loads.,340,bug,/dashboard,4.12.0,support_inbox,dashboard-slow
NW-10225,cust_121,2026-07-24T08:44:00.000Z,Performance has fallen off a cliff in the last month.,400,bug,/dashboard,4.12.0,support_inbox,dashboard-slow
NW-10226,cust_157,2026-07-24T09:21:00.000Z,Why is everything so white? It is blinding.,940,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10227,cust_079,2026-07-24T09:54:00.000Z,Whoever handled my ticket yesterday deserves a raise.,1300,praise,/dashboard,4.12.0,support_inbox,praise-support
NW-10228,cust_160,2026-07-24T10:24:00.000Z,The app disappears when I try to use the camera.,0,bug,/mobile/capture,4.12.0,shake,scan-crash-ios
NW-10229,cust_102,2026-07-24T12:12:00.000Z,App closes itself the moment I open the camera.,100,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10230,cust_184,2026-07-25T11:29:00.000Z,I make a coffee while the home screen loads.,140,bug,/dashboard,4.12.0,support_inbox,dashboard-slow
NW-10231,cust_121,2026-07-25T12:36:00.000Z,Does this work without a connection?,400,feature_request,/mobile/entry,4.12.0,support_inbox,offline-mode
NW-10232,cust_002,2026-07-25T15:38:00.000Z,Being kicked out mid-task and losing work is infuriating.,0,bug,/login,4.12.0,nub,session-timeout-short
NW-10233,cust_059,2026-07-26T07:11:00.000Z,Tapping capture kills the whole app every time since the update.,0,bug,/mobile/capture,4.12.0,shake,scan-crash-ios
NW-10234,cust_133,2026-07-26T11:07:00.000Z,My team stopped getting the weekly summary and nobody changed anything.,1660,bug,/reports,4.12.0,support_inbox,scheduled-reports-missing
NW-10235,cust_110,2026-07-26T12:01:00.000Z,Identity federation is a blocker for the enterprise agreement.,7430,feature_request,/settings/security,4.12.0,support_inbox,sso-saml
NW-10236,cust_003,2026-07-26T17:45:00.000Z,Webhooks are not retried when our endpoint is briefly down.,10230,bug,/settings/api,4.12.0,support_inbox,webhook-retries
NW-10237,cust_156,2026-07-27T09:16:00.000Z,The app disappears when I try to use the camera.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10238,cust_022,2026-07-27T10:27:00.000Z,The app disappears when I try to use the camera.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10239,cust_033,2026-07-27T10:48:00.000Z,Camera screen = immediate crash. Was fine last week.,2080,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10240,cust_003,2026-07-27T12:46:00.000Z,We cannot expand seats until login goes through our own provider.,10230,feature_request,/settings/security,4.12.0,support_inbox,sso-saml
NW-10241,cust_006,2026-07-28T07:16:00.000Z,We cannot get our data out. That is a serious problem for us.,1710,bug,/reports,4.12.0,nub,csv-export-timeout
NW-10242,cust_105,2026-07-28T08:28:00.000Z,Webhooks are not retried when our endpoint is briefly down.,1910,bug,/settings/api,4.12.0,support_inbox,webhook-retries
NW-10243,cust_163,2026-07-28T16:20:00.000Z,Support for local currencies when travelling would be huge.,790,feature_request,/settings,4.12.0,support_inbox,multi-currency
NW-10244,cust_075,2026-07-29T07:02:00.000Z,The app disappears when I try to use the camera.,90,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10245,cust_054,2026-07-29T08:41:00.000Z,"The download never arrives. No error, no file, nothing in my downloads folder.",100,bug,/reports,4.12.0,support_inbox,csv-export-timeout
NW-10246,cust_068,2026-07-29T09:42:00.000Z,Why do I have to sign in again every hour?,90,bug,/login,4.12.0,nub,session-timeout-short
NW-10247,cust_046,2026-07-29T13:29:00.000Z,It quit on me four times in a row trying to photograph a receipt.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10248,cust_147,2026-07-29T13:58:00.000Z,I end up correcting the scanned values manually anyway.,1310,bug,/mobile/capture,4.12.0,shake,ocr-accuracy
NW-10249,cust_147,2026-07-29T14:20:00.000Z,The contrast is brutal after about 6pm.,1310,feature_request,/dashboard,4.12.0,nub,dark-mode
NW-10250,cust_142,2026-07-30T09:16:00.000Z,The keyboard hides the amount field on my SE.,320,bug,/mobile/entry,4.12.0,support_inbox,mobile-keyboard-overlap
NW-10251,cust_066,2026-07-30T11:00:00.000Z,It quit on me four times in a row trying to photograph a receipt.,380,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10252,cust_078,2026-07-30T11:31:00.000Z,Is there documentation on throttling behaviour anywhere?,40,question,/settings/api,4.12.0,support_inbox,api-rate-limits
NW-10253,cust_039,2026-07-30T16:44:00.000Z,Tapping capture kills the whole app every time since the update.,670,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10254,cust_146,2026-07-31T09:16:00.000Z,I end up correcting the scanned values manually anyway.,0,bug,/mobile/capture,4.12.0,shake,ocr-accuracy
NW-10255,cust_087,2026-07-31T10:06:00.000Z,Offline support would help enormously for field staff.,40,feature_request,/mobile/entry,4.12.0,support_inbox,offline-mode
NW-10256,cust_097,2026-07-31T10:12:00.000Z,We lost a day of events during a short outage on our side.,6840,bug,/settings/api,4.12.0,support_inbox,webhook-retries
NW-10257,cust_171,2026-07-31T10:24:00.000Z,Tapping capture kills the whole app every time since the update.,150,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10258,cust_180,2026-07-31T12:58:00.000Z,Loading times have roughly tripled since the spring.,50,bug,/dashboard,4.12.0,support_inbox,dashboard-slow
NW-10259,cust_120,2026-07-31T14:32:00.000Z,Foreign exchange handling is completely missing.,80,feature_request,/settings,4.12.0,nub,multi-currency
NW-10260,cust_052,2026-07-31T15:04:00.000Z,"dark mode, dark mode, dark mode. Please.",60,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10261,cust_171,2026-07-31T15:18:00.000Z,Every other tool we use has a night theme now.,150,feature_request,/dashboard,4.12.0,nub,dark-mode
NW-10262,cust_048,2026-08-01T10:37:00.000Z,We need SAML SSO before we can roll this out to the wider org.,5610,feature_request,/settings/security,4.12.0,support_inbox,sso-saml
NW-10263,cust_113,2026-08-01T15:28:00.000Z,The date picker saves the wrong day.,0,bug,/reports,4.12.0,support_inbox,timezone-wrong
NW-10264,cust_127,2026-08-01T15:52:00.000Z,The contrast is brutal after about 6pm.,710,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10265,cust_015,2026-08-02T07:11:00.000Z,Everything hangs for ages before the charts appear.,160,bug,/dashboard,4.12.0,nub,dashboard-slow
NW-10266,cust_012,2026-08-02T07:31:00.000Z,Since the latest release I cannot photograph anything without it dying.,1920,bug,/mobile/capture,4.12.0,nub,scan-crash-ios
NW-10267,cust_079,2026-08-02T09:02:00.000Z,Identity federation is a blocker for the enterprise agreement.,1300,feature_request,/settings/security,4.12.0,support_inbox,sso-saml
NW-10268,cust_071,2026-08-02T09:36:00.000Z,Could the interface respect my system appearance setting?,0,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10269,cust_125,2026-08-02T10:25:00.000Z,We need SAML SSO before we can roll this out to the wider org.,150,feature_request,/settings/security,4.12.0,support_inbox,sso-saml
NW-10270,cust_174,2026-08-02T11:02:00.000Z,The app disappears when I try to use the camera.,0,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10271,cust_115,2026-08-03T08:14:00.000Z,Why do I have to sign in again every hour?,0,bug,/login,4.12.0,support_inbox,session-timeout-short
NW-10272,cust_100,2026-08-03T08:47:00.000Z,Could the interface respect my system appearance setting?,350,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10273,cust_028,2026-08-03T09:50:00.000Z,It quit on me four times in a row trying to photograph a receipt.,150,bug,/mobile/capture,4.12.0,shake,scan-crash-ios
NW-10274,cust_158,2026-08-03T11:17:00.000Z,"dark mode, dark mode, dark mode. Please.",170,feature_request,/dashboard,4.12.0,support_inbox,dark-mode
NW-10275,cust_027,2026-08-03T11:57:00.000Z,Would be great to have an audit log for compliance.,1670,feature_request,/settings/security,4.12.0,support_inbox,audit-log
NW-10276,cust_027,2026-08-03T12:33:00.000Z,"Your support team is genuinely excellent, thank you.",1670,praise,/dashboard,4.12.0,support_inbox,praise-support
NW-10277,cust_113,2026-08-03T13:37:00.000Z,Tapping capture kills the whole app every time since the update.,0,bug,/mobile/capture,4.12.0,nub,scan-crash-ios
NW-10278,cust_037,2026-08-03T17:11:00.000Z,Camera screen = immediate crash. Was fine last week.,70,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10279,cust_018,2026-08-04T10:16:00.000Z,Every other tool we use has a night theme now.,240,feature_request,/dashboard,4.12.0,nub,dark-mode
NW-10280,cust_003,2026-08-04T12:22:00.000Z,"Dashboard loading slow, timing out on our office wifi.",10230,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10281,cust_033,2026-08-04T13:06:00.000Z,The app disappears when I try to use the camera.,2080,bug,/mobile/capture,4.12.0,support_inbox,scan-crash-ios
NW-10282,cust_162,2026-08-04T14:41:00.000Z,Being kicked out mid-task and losing work is infuriating.,30,bug,/login,4.12.1,nub,session-timeout-short
NW-10283,cust_142,2026-08-05T08:57:00.000Z,"The dashboard is so slow to load now, it used to be instant.",320,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10284,cust_143,2026-08-05T11:14:00.000Z,I am colourblind and cannot tell two of the chart series apart.,750,bug,/dashboard,4.12.1,nub,chart-colours-inaccessible
NW-10285,cust_180,2026-08-05T11:29:00.000Z,We operate in euros and have to convert by hand every month.,50,feature_request,/settings,4.12.1,nub,multi-currency
NW-10286,cust_181,2026-08-05T13:47:00.000Z,Exporting a quarter of data just hangs the tab.,0,bug,/reports,4.12.1,support_inbox,csv-export-timeout
NW-10287,cust_014,2026-08-05T14:28:00.000Z,The CSV export on the reports page just spins forever and never downloads.,270,bug,/reports,4.12.1,api,csv-export-timeout
NW-10288,cust_106,2026-08-05T16:37:00.000Z,I use this at night and it lights up the whole room.,300,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10289,cust_003,2026-08-06T10:50:00.000Z,I set up a recurring report and it has never once sent.,10230,bug,/reports,4.12.1,support_inbox,scheduled-reports-missing
NW-10290,cust_019,2026-08-06T15:02:00.000Z,Since the latest release I cannot photograph anything without it dying.,130,bug,/mobile/capture,4.12.1,support_inbox,scan-crash-ios
NW-10291,cust_163,2026-08-06T15:03:00.000Z,"The download never arrives. No error, no file, nothing in my downloads folder.",790,bug,/reports,4.12.1,support_inbox,csv-export-timeout
NW-10292,cust_147,2026-08-07T12:40:00.000Z,Everything hangs for ages before the charts appear.,1310,bug,/dashboard,4.12.1,api,dashboard-slow
NW-10293,cust_002,2026-08-07T14:13:00.000Z,A low-light option would make this so much more pleasant to live in.,0,feature_request,/dashboard,4.12.1,support_inbox,dark-mode
NW-10294,cust_074,2026-08-07T16:59:00.000Z,The file size cap is far too small for a modern camera.,0,bug,/mobile/capture,4.12.1,support_inbox,attachment-size-limit
NW-10295,cust_070,2026-08-08T07:33:00.000Z,I set up a recurring report and it has never once sent.,0,bug,/reports,4.12.1,nub,scheduled-reports-missing
NW-10296,cust_081,2026-08-08T10:21:00.000Z,Everything hangs for ages before the charts appear.,50,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10297,cust_046,2026-08-08T11:11:00.000Z,We cannot get our data out. That is a serious problem for us.,0,bug,/reports,4.12.1,nub,csv-export-timeout
NW-10298,cust_152,2026-08-08T13:56:00.000Z,Staring at this all day genuinely hurts my eyes.,0,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10299,cust_090,2026-08-08T16:43:00.000Z,The file size cap is far too small for a modern camera.,0,bug,/mobile/capture,4.12.1,shake,attachment-size-limit
NW-10300,cust_118,2026-08-09T07:07:00.000Z,Multi-select would save me hours every month.,0,feature_request,/approvals,4.12.1,support_inbox,bulk-approve
NW-10301,cust_028,2026-08-09T12:37:00.000Z,App closes itself the moment I open the camera.,150,bug,/mobile/capture,4.12.1,support_inbox,scan-crash-ios
NW-10302,cust_112,2026-08-10T07:41:00.000Z,The first page after login is painfully sluggish.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10303,cust_116,2026-08-10T10:21:00.000Z,"csv export is broken, I click download and nothing happens",1050,bug,/reports,4.12.1,support_inbox,csv-export-timeout
NW-10304,cust_004,2026-08-10T14:15:00.000Z,How do I find one specific record? I cannot see a search box anywhere.,0,feature_request,/dashboard,4.12.1,support_inbox,search-missing
NW-10305,cust_116,2026-08-10T14:49:00.000Z,How do I find one specific record? I cannot see a search box anywhere.,1050,feature_request,/dashboard,4.12.1,support_inbox,search-missing
NW-10306,cust_063,2026-08-10T17:44:00.000Z,Is Okta integration on the roadmap? It is a hard requirement here.,1510,feature_request,/settings/security,4.12.1,support_inbox,sso-saml
NW-10307,cust_108,2026-08-11T08:36:00.000Z,Whoever handled my ticket yesterday deserves a raise.,0,praise,/dashboard,4.12.1,nub,praise-support
NW-10308,cust_127,2026-08-11T09:56:00.000Z,Camera screen = immediate crash. Was fine last week.,710,bug,/mobile/capture,4.12.1,support_inbox,scan-crash-ios
NW-10309,cust_072,2026-08-11T14:28:00.000Z,Let admins edit the category dropdown.,0,feature_request,/settings,4.12.1,support_inbox,custom-categories
NW-10310,cust_019,2026-08-11T14:33:00.000Z,The contrast is brutal after about 6pm.,130,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10311,cust_076,2026-08-11T15:32:00.000Z,Why is everything so white? It is blinding.,0,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10312,cust_037,2026-08-12T08:40:00.000Z,I am colourblind and cannot tell two of the chart series apart.,70,bug,/dashboard,4.12.1,nub,chart-colours-inaccessible
NW-10313,cust_165,2026-08-12T11:20:00.000Z,A find function would be transformative.,0,feature_request,/dashboard,4.12.1,nub,search-missing
NW-10314,cust_049,2026-08-12T11:44:00.000Z,Offline support would help enormously for field staff.,0,feature_request,/mobile/entry,4.12.1,support_inbox,offline-mode
NW-10315,cust_118,2026-08-12T12:02:00.000Z,I make a coffee while the home screen loads.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10316,cust_100,2026-08-12T13:34:00.000Z,Anything over 5MB is rejected with no useful message.,350,bug,/mobile/capture,4.12.1,support_inbox,attachment-size-limit
NW-10317,cust_150,2026-08-13T07:19:00.000Z,Really happy with how quickly that got sorted.,60,praise,/dashboard,4.12.1,support_inbox,praise-support
NW-10318,cust_002,2026-08-13T14:10:00.000Z,Loading times have roughly tripled since the spring.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10319,cust_065,2026-08-13T17:06:00.000Z,It reads the total as the wrong number about a third of the time.,0,bug,/mobile/capture,4.12.1,shake,ocr-accuracy
NW-10320,cust_001,2026-08-14T09:01:00.000Z,"dark mode, dark mode, dark mode. Please.",0,feature_request,/dashboard,4.12.1,api,dark-mode
NW-10321,cust_128,2026-08-14T09:24:00.000Z,"The dashboard is so slow to load now, it used to be instant.",60,bug,/dashboard,4.12.1,nub,dashboard-slow
NW-10322,cust_053,2026-08-14T11:21:00.000Z,I make a coffee while the home screen loads.,50,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10323,cust_123,2026-08-14T15:43:00.000Z,Please add a way to filter by keyword.,0,feature_request,/dashboard,4.12.1,nub,search-missing
NW-10324,cust_002,2026-08-14T16:26:00.000Z,Everything hangs for ages before the charts appear.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10325,cust_029,2026-08-14T16:51:00.000Z,Every other tool we use has a night theme now.,0,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10326,cust_063,2026-08-15T14:55:00.000Z,Export to CSV times out every single time on our larger workspaces.,1510,bug,/reports,4.12.1,nub,csv-export-timeout
NW-10327,cust_057,2026-08-15T17:17:00.000Z,Please add checkboxes so I can handle a batch together.,960,feature_request,/approvals,4.12.1,support_inbox,bulk-approve
NW-10328,cust_155,2026-08-16T08:03:00.000Z,Clicking approve forty times in a row is painful.,100,feature_request,/approvals,4.12.1,nub,bulk-approve
NW-10329,cust_142,2026-08-16T11:06:00.000Z,Everything is lost if I lose signal halfway through.,320,feature_request,/mobile/entry,4.12.1,shake,offline-mode
NW-10330,cust_006,2026-08-17T08:42:00.000Z,Please add a dark mode.,1710,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10331,cust_008,2026-08-17T08:51:00.000Z,Everything is lost if I lose signal halfway through.,90,feature_request,/mobile/entry,4.12.1,support_inbox,offline-mode
NW-10332,cust_003,2026-08-17T10:33:00.000Z,Please add a dark mode.,10230,feature_request,/dashboard,4.12.1,api,dark-mode
NW-10333,cust_148,2026-08-17T10:35:00.000Z,The CSV export on the reports page just spins forever and never downloads.,160,bug,/reports,4.12.1,nub,csv-export-timeout
NW-10334,cust_010,2026-08-17T11:04:00.000Z,The CSV export on the reports page just spins forever and never downloads.,0,bug,/reports,4.12.1,support_inbox,csv-export-timeout
NW-10335,cust_002,2026-08-17T12:27:00.000Z,We operate in euros and have to convert by hand every month.,0,feature_request,/settings,4.12.1,nub,multi-currency
NW-10336,cust_165,2026-08-17T12:34:00.000Z,I make a coffee while the home screen loads.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10337,cust_120,2026-08-17T13:33:00.000Z,Takes about fifteen seconds before I can see anything.,80,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10338,cust_116,2026-08-17T14:47:00.000Z,Multi-select would save me hours every month.,1050,feature_request,/approvals,4.12.1,support_inbox,bulk-approve
NW-10339,cust_013,2026-08-18T07:08:00.000Z,Is there documentation on throttling behaviour anywhere?,0,question,/settings/api,4.12.1,support_inbox,api-rate-limits
NW-10340,cust_128,2026-08-18T07:23:00.000Z,Would be great to have an audit log for compliance.,60,feature_request,/settings/security,4.12.1,support_inbox,audit-log
NW-10341,cust_056,2026-08-18T12:14:00.000Z,Staring at this all day genuinely hurts my eyes.,70,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10342,cust_163,2026-08-18T13:50:00.000Z,We operate in euros and have to convert by hand every month.,790,feature_request,/settings,4.12.1,support_inbox,multi-currency
NW-10343,cust_092,2026-08-18T14:50:00.000Z,My inbox has doubled and I have changed nothing.,0,bug,/settings/notifications,4.12.1,nub,duplicate-notifications
NW-10344,cust_011,2026-08-19T09:05:00.000Z,The text recognition gets the date wrong on faded paper.,260,bug,/mobile/capture,4.12.1,shake,ocr-accuracy
NW-10345,cust_093,2026-08-19T16:10:00.000Z,Really happy with how quickly that got sorted.,0,praise,/dashboard,4.12.1,support_inbox,praise-support
NW-10346,cust_035,2026-08-20T08:47:00.000Z,A low-light option would make this so much more pleasant to live in.,150,feature_request,/dashboard,4.12.1,nub,dark-mode
NW-10347,cust_005,2026-08-20T09:59:00.000Z,Is there a dead letter queue for undelivered callbacks?,0,bug,/settings/api,4.12.1,support_inbox,webhook-retries
NW-10348,cust_159,2026-08-20T12:17:00.000Z,The contrast is brutal after about 6pm.,40,feature_request,/dashboard,4.12.1,support_inbox,dark-mode
NW-10349,cust_175,2026-08-20T12:21:00.000Z,I set up a recurring report and it has never once sent.,70,bug,/reports,4.12.1,support_inbox,scheduled-reports-missing
NW-10350,cust_079,2026-08-20T15:34:00.000Z,Is there a dead letter queue for undelivered callbacks?,1300,bug,/settings/api,4.12.1,support_inbox,webhook-retries
NW-10351,cust_015,2026-08-20T15:42:00.000Z,Downloading a report as a spreadsheet fails silently.,160,bug,/reports,4.12.1,nub,csv-export-timeout
NW-10352,cust_011,2026-08-21T15:20:00.000Z,multi currency please,260,feature_request,/settings,4.12.1,support_inbox,multi-currency
NW-10353,cust_085,2026-08-21T16:09:00.000Z,"csv export is broken, I click download and nothing happens",0,bug,/reports,4.12.1,nub,csv-export-timeout
NW-10354,cust_160,2026-08-22T10:40:00.000Z,Everything arrives twice.,0,bug,/settings/notifications,4.12.1,support_inbox,duplicate-notifications
NW-10355,cust_074,2026-08-22T13:44:00.000Z,How do I find one specific record? I cannot see a search box anywhere.,0,feature_request,/dashboard,4.12.1,nub,search-missing
NW-10356,cust_111,2026-08-22T14:31:00.000Z,A find function would be transformative.,60,feature_request,/dashboard,4.12.1,support_inbox,search-missing
NW-10357,cust_067,2026-08-22T15:08:00.000Z,Downloading a report as a spreadsheet fails silently.,1510,bug,/reports,4.12.1,api,csv-export-timeout
NW-10358,cust_101,2026-08-22T17:15:00.000Z,Takes about fifteen seconds before I can see anything.,1420,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10359,cust_016,2026-08-23T07:39:00.000Z,We need SAML SSO before we can roll this out to the wider org.,1480,feature_request,/settings/security,4.12.1,support_inbox,sso-saml
NW-10360,cust_143,2026-08-23T10:12:00.000Z,Reports are attributing yesterday evening to today.,750,bug,/reports,4.12.1,nub,timezone-wrong
NW-10361,cust_093,2026-08-23T11:09:00.000Z,I make a coffee while the home screen loads.,0,bug,/dashboard,4.12.1,support_inbox,dashboard-slow
NW-10362,cust_017,2026-08-23T16:38:00.000Z,"Scrolling is the only way to locate anything, which is rough at our volume.",0,feature_request,/dashboard,4.12.1,nub,search-missing
NW-10363,cust_058,2026-08-24T10:23:00.000Z,Character recognition is unreliable enough that I check every one.,90,bug,/mobile/capture,4.12.1,support_inbox,ocr-accuracy
NW-10364,cust_155,2026-08-24T11:29:00.000Z,Identity federation is a blocker for the enterprise agreement.,100,feature_request,/settings/security,4.13.0,support_inbox,sso-saml
NW-10365,cust_104,2026-08-24T13:54:00.000Z,Everything arrives twice.,60,bug,/settings/notifications,4.13.0,support_inbox,duplicate-notifications
